Term,Category,Reasoning,Original_Label,NLD
celestine,Geological Object,"Celestine is a mineral, and the definition of Geological Object explicitly includes crystals as examples of rigid entities with identity and unity, formed by geological processes.",MINERAIS,"Celestine is a mineral that is a strontium sulfate (SrSO4), typically forming as an evaporite in sedimentary rocks, often associated with limestones, dolomites, gypsum, and anhydrite."
sparites,Sedimentary Rock,"The NLD defines sparites as carbonate rocks characterized by cement between grains, which aligns with the definition of Sedimentary Rock.",ROCHA,Sparites are carbonate rocks that are characterized by a sparry calcite or dolomite cement filling the intergranular pore spaces between grains.
cataclastic,Geological Structure,"The NLD describes cataclastic texture as the internal arrangement of a rock, characterized by angular fragments within a matrix, which aligns with the definition of Geological Structure.",TEXTURA,"Cataclastic texture is a rock texture that results from brittle deformation involving fracturing, crushing, and grinding (comminution) of pre-existing mineral grains, typically without significant crystal plastic deformation, and is characterized by angular fragments of varying sizes within a finer-grained matrix."
dolostones,Sedimentary Rock,The NLD explicitly defines dolostones as 'sedimentary rocks' composed of dolomite.,ROCHA,"Dolostones are sedimentary rocks that are composed of more than 50% of the mineral dolomite (CaMg(CO3)2), typically formed through the diagenetic alteration of pre-existing limestones."
grupo lagoa feia,Depositional System,"The term describes a lithostratigraphic unit that comprises a succession of deposits, which aligns with an object aggregate of mereotopologically linked depositional units.",UNIDADE_LITO,"Grupo Lagoa Feia is a lithostratigraphic unit that comprises a succession of Aptian lacustrine deposits, predominantly evaporites (halite, anhydrite) and microbial carbonates, representing the main evaporitic phase of the Brazilian Pre-Salt succession."
oceanic,site,"The NLD describes an oceanic paleoenvironment as a region characterized by specific conditions and communities, whose location is defined relative to geological features, aligning with the definition of a BFO site.",PALEOAMBIENTE,"An oceanic paleoenvironment is a paleoenvironment that represents the depositional conditions and biological communities characteristic of the open ocean, beyond the continental shelf and slope. It is typically characterized by deep-water sedimentation, pelagic organisms, and low energy conditions, often associated with abyssal plains or oceanic ridges."
Plio-Pleistocene,Geological Object,"The NLD defines Plio-Pleistocene as a chronostratigraphic unit that comprises rock strata, which are physical geological objects.",UNIDADE_CRONO,Plio-Pleistocene is a chronostratigraphic unit that comprises the rock strata deposited during the geological time interval spanning the Pliocene and Pleistocene epochs.
mesoproterozoic,Geological Time Interval,"The NLD defines Mesoproterozoic as a 'geological era... spanning the time interval,' which directly matches the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Mesoproterozoic is a geological era that constitutes the middle division of the Proterozoic Eon, spanning the time interval from 1600 to 1000 million years ago."
silcrete,Sedimentary Rock,"The term describes a hardened layer of surficial sediments or weathered rock cemented by silica, which fits the definition of a rock constituted by sedimentary particles.",MINERAIS,"Silcrete is a duricrust that is a hardened layer of surficial sediments or weathered rock, cemented by silica (SiO2)."
Mesozoic,Geological Time Interval,"The NLD defines Mesozoic as a 'geological era that spans from approximately 252 to 66 million years ago,' which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"The Mesozoic is a geological era that spans from approximately 252 to 66 million years ago, encompassing the Triassic, Jurassic, and Cretaceous periods, and is critical for the development of the South Atlantic rift system and the deposition of Pre-Salt lacustrine carbonates."
kerolite,Rock,"The NLD explicitly defines kerolite as a rock, which directly matches the GeoCore category 'Rock'.",ROCHA,"Kerolite is a rock that is predominantly composed of the hydrated magnesium silicate mineral kerolite, characterized by its talc-like properties and often found as an alteration product in magnesium-rich environments."
carbonate,Sedimentary Rock,The NLD explicitly defines a carbonate as a 'sedimentary rock' primarily composed of carbonate minerals.,ROCHA,"A carbonate is a sedimentary rock that is primarily composed of carbonate minerals, such as calcite (CaCO3) or dolomite (CaMg(CO3)2), and typically forms from the accumulation of biogenic material or chemical precipitation in marine or lacustrine environments."
Santos Basin,Geological Object,"The NLD describes the Santos Basin as a distinct geological feature formed by geological processes, fitting the definition of a Geological Object.",BACIA,"The Santos Basin is a sedimentary basin that is located offshore the southeastern coast of Brazil, formed during the Mesozoic rifting and opening of the South Atlantic Ocean. It is characterized by a thick sedimentary infill, including prolific Pre-Salt carbonate reservoirs, making it a major hydrocarbon province for Brazil."
Aptian-aged,Geological Time Interval,"The NLD describes 'Aptian-aged' as a chronostratigraphic unit spanning a specific time range, which directly aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Aptian-aged is a geological age that represents a chronostratigraphic unit within the Early Cretaceous Epoch, spanning approximately from 125.0 to 113.0 million years ago. It is characterized by the deposition of significant carbonate successions, including the major lacustrine and marine-influenced Pre-Salt reservoirs of the Brazilian continental margin."
Cenomanian,Geological Time Interval,"The NLD describes Cenomanian as a chronostratigraphic stage representing a specific interval of the Late Cretaceous Epoch, which aligns with the definition of a Geological Time Interval.",UNIDADE_CRONO,"Cenomanian is a chronostratigraphic stage that represents the oldest interval of the Late Cretaceous Epoch. It spans from approximately 100.5 to 93.9 million years ago, following the Albian and preceding the Turonian stages."
Maastrichtian,Geological Time Interval,"The NLD describes Maastrichtian as a chronostratigraphic stage spanning a specific time range, which directly matches the definition of a Geological Time Interval as a temporal region.",UNIDADE_CRONO,"Maastrichtian is a chronostratigraphic stage that represents the uppermost division of the Late Cretaceous epoch, spanning from approximately 72.1 to 66.0 million years ago and immediately preceding the Paleocene Danian stage."
